Name	Set	ImageFile	Rarity	Errata 	Type/ST	Title	Reaction	Type	Alt Type	ST	Time ST	Empire	Card tags
S5 Krebiz Claw Heavy Cruiser (PE)	PE	S5_-_Krebiz_Claw_Heavy_Cruiser_PE	CA		S5	Krebiz Claw Heavy Cruiser		S		5		Krebiz 	[PE] CommonA Cards LatestPrint Unique NotABG MajorEmpire ShipClassCruiser 00_EconomyCost 02_SupplyCosts 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost No_Shield 02_HeavyWeapons 02_Phasers artGaryA.Kalin Krebiz 
S6 Krebiz Kraken Dreadnought (PE)	PE	S6_-_Krebiz_Kraken_Dreadnought_PE	R		S6	Krebiz Kraken Dreadnought		S		6		Krebiz 	[PE] Rare Cards LatestPrint Unique NotABG MajorEmpire ShipClassDreadnought 00_EconomyCost 02_SupplyCosts 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost No_Shield 03_HeavyWeaponss 04_Phasersss artGaryA.Kalin Krebiz 
S7 Krebiz King Kraken (AT)	AT	S7_-_Krebiz_King_Kraken_AT	V		S7	Krebiz King Kraken		S		7		Krebiz 	[AT] Veryrare Cards LatestPrint Unique NotABG MajorEmpire ShipClassCommandship 00_EconomyCost 03_SupplyCostss 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost No_Shield 03_HeavyWeaponss 05_Phaserssss 01_CommandPoint artGaryA.Kalin Krebiz 
S1 Leopan Patrol Ship (Pir)	Pir	S1_-_Leopan_Patrol_Ship_Pir	U		S1	Leopan Patrol Ship		S		1		Leopan 	[Pir] Uncommon Cards LatestPrint Unique NotABG MajorEmpire ShipClassPatrolship 00_EconomyCost 00_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 01_ArmorSystem 02_Phasers No_Engagement artMuttStudios Leopan 
S2 Leopan Heavy Patrol Ship (AF)	AF	S2_-_Leopan_Heavy_Patrol_Ship_AF	V		S2	Leopan Heavy Patrol Ship		S		2		Leopan 	[AF] Veryrare Cards LatestPrint Unique NotABG MajorEmpire ShipClassPatrolship 00_EconomyCost 00_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 01_ArmorSystem 01_HeavyWeapon 02_Phasers No_Engagement artSigmundFrye Leopan 
S2 Leopan Scout Frigate (Pir)	Pir	S2_-_Leopan_Scout_Frigate_Pir	U		S2	Leopan Scout Frigate		S		2		Leopan  	[Pir] Uncommon Cards LatestPrint Unique NotABG MajorEmpire ShipClassScoutship PropScoutcard ShipClassFrigate 00_EconomyCost 01_SupplyCost 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 02_ArmorSystems 03_Phaserss 01_ResearchPoint artMuttStudios Leopan PropElectronicWarfareSystem 
S2 Leopan Troop Ship (Pir)	Pir	S2_-_Leopan_Troop_Ship_Pir	U		S2	Leopan Troop Ship		S		2		Leopan 	[Pir] Uncommon Cards LatestPrint Unique NotABG MajorEmpire ShipClassTroopship PropPlaycard 00_EconomyCost 02_SupplyCosts 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 03_ArmorSystemss 01_HeavyWeapon 02_Phasers artMuttStudios Leopan 
S3 Leopan Destroyer (Pir)	Pir	S3_-_Leopan_Destroyer_Pir	U		S3	Leopan Destroyer		S		3		Leopan 	[Pir] Uncommon Cards LatestPrint Unique NotABG MajorEmpire ShipClassDestroyer 00_EconomyCost 01_SupplyCost 02_EnergyCosts 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 03_ArmorSystemss 02_HeavyWeapons 03_Phaserss artMuttStudios Leopan 
S3 Leopan Minesweeper (Pir)	Pir	S3_-_Leopan_Minesweeper_Pir	U		S3	Leopan Minesweeper		S		3		Leopan 	[Pir] Uncommon Cards LatestPrint Unique NotABG MajorEmpire ShipClassMineSweeper 00_EconomyCost 01_SupplyCost 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 03_ArmorSystemss 01_HeavyWeapon 02_Phasers artMuttStudios Leopan 
S4 Leopan Carrier Cruiser (Pir)	Pir	S4_-_Leopan_Carrier_Cruiser_Pir	U		S4	Leopan Carrier Cruiser		S		4		Leopan 	[Pir] Uncommon Cards LatestPrint Unique NotABG MajorEmpire ShipClassCarrier ShipClassCruiser 00_EconomyCost 01_SupplyCost 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 03_ArmorSystemss 01_HeavyWeapon 03_Phaserss artMuttStudios Leopan 
S4 Leopan Light Cruiser (Pir)	Pir	S4_-_Leopan_Light_Cruiser_Pir	U		S4	Leopan Light Cruiser		S		4		Leopan 	[Pir] Uncommon Cards LatestPrint Unique NotABG MajorEmpire ShipClassCruiser 00_EconomyCost 02_SupplyCosts 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 04_ArmorSystemsss 02_HeavyWeapons 03_Phaserss artMuttStudios Leopan 
S4 Leopan War Cruiser (Pir)	Pir	S4_-_Leopan_War_Cruiser_Pir	V		S4	Leopan War Cruiser		S		4		Leopan 	[Pir] Veryrare Cards LatestPrint Unique NotABG MajorEmpire ShipClassCruiser 00_EconomyCost 02_SupplyCosts 02_EnergyCosts 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 03_ArmorSystemss 03_HeavyWeaponss 03_Phaserss artMuttStudios Leopan 
S5 Leopan Command Cruiser (Pir)	Pir	S5_-_Leopan_Command_Cruiser_Pir	V		S5	Leopan Command Cruiser		S		5		Leopan 	[Pir] Veryrare Cards LatestPrint Unique NotABG MajorEmpire ShipClassCruiser ShipClassCommandship 00_EconomyCost 02_SupplyCosts 02_EnergyCosts 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 04_ArmorSystemsss 02_HeavyWeapons 03_Phaserss 01_CommandPoint artMuttStudios Leopan 
S5 Leopan Heavy Cruiser (Pir)	Pir	S5_-_Leopan_Heavy_Cruiser_Pir	U		S5	Leopan Heavy Cruiser		S		5		Leopan 	[Pir] Uncommon Cards LatestPrint Unique NotABG MajorEmpire ShipClassCruiser 00_EconomyCost 02_SupplyCosts 02_EnergyCosts 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 03_ArmorSystemss 03_HeavyWeaponss 03_Phaserss artMuttStudios Leopan 
S5 Leopan Patrol Support Ship (AF)	AF	S5_-_Leopan_Patrol_Support_Ship_AF	V		S5	Leopan Patrol Support Ship		S		5		Leopan 	[AF] Veryrare Cards LatestPrint Unique NotABG MajorEmpire ShipClassPatrolship 00_EconomyCost 02_SupplyCosts 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 04_ArmorSystemsss 02_HeavyWeapons 03_Phaserss artSigmundFrye Leopan 
S5 Leopan Stealth Raiding Ship (Pir)	Pir	S5_-_Leopan_Stealth_Raiding_Ship_Pir	V		S5	Leopan Stealth Raiding Ship		S		5		Leopan 	[Pir] Veryrare Cards LatestPrint Unique NotABG MajorEmpire ShipClassRaidership 01_EconomyCost 01_SupplyCost 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 04_ArmorSystemsss 02_HeavyWeapons 03_Phaserss artMuttStudios Leopan 
S6 Leopan Battlecruiser (Pir)	Pir	S6_-_Leopan_Battlecruiser_Pir	V		S6	Leopan Battlecruiser		S		6		Leopan 	[Pir] Veryrare Cards LatestPrint Unique NotABG MajorEmpire ShipClassBattlecruiser 00_EconomyCost 03_SupplyCostss 02_EnergyCosts 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 05_ArmorSystemssss 02_HeavyWeapons 05_Phaserssss artMuttStudios Leopan 
S7 Leopan Heavy War Cruiser (Pir)	Pir	S7_-_Leopan_Heavy_War_Cruiser_Pir	V		S7	Leopan Heavy War Cruiser		S		7		Leopan 	[Pir] Veryrare Cards LatestPrint Unique NotABG MajorEmpire ShipClassCruiser 00_EconomyCost 03_SupplyCostss 02_EnergyCosts 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 05_ArmorSystemssss 04_HeavyWeaponsss 05_Phaserssss artMuttStudios Leopan 
S7 Leopan Heavy Troop Ship (GI)	GI	S7_-_Leopan_Heavy_Troop_Ship_GI	U0		S7	Leopan Heavy Troop Ship		S		7		Leopan 	[GI] Uncommon0 Cards LatestPrint Unique NotABG MajorEmpire ShipClassTroopship PropPlaycard 00_EconomyCost 03_SupplyCostss 02_EnergyCosts 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 06_ArmorSystemsssss 03_HeavyWeaponss 05_Phaserssss artSigmundFrye Leopan 
S8 Leopan Dreadnought (GI)	GI	S8_-_Leopan_Dreadnought_GI	U0		S8	Leopan Dreadnought		S		8		Leopan 	[GI] Uncommon0 Cards LatestPrint Unique NotABG MajorEmpire ShipClassDreadnought ShipClassCommandship 00_EconomyCost 03_SupplyCostss 02_EnergyCosts 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 06_ArmorSystemsssss 04_HeavyWeaponsss 06_Phasersssss 01_CommandPoint artSigmundFrye Leopan 
S9 Leopan Battleship (GI)	GI	S9_-_Leopan_Battleship_GI	U0		S9	Leopan Battleship		S		9		Leopan 	[GI] Uncommon0 Cards LatestPrint Unique NotABG MajorEmpire ShipClassBattleship ShipClassCommandship 00_EconomyCost 04_SupplyCostsss 02_EnergyCosts 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 07_ArmorSystemssssss 04_HeavyWeaponsss 07_Phaserssssss 01_CommandPoint artSigmundFrye Leopan 
S1 Mechad Patrol Scout (AT)	AT	S1_-_Mechad_Patrol_Scout_AT	U		S1	Mechad Patrol Scout		S		1		Mechad 	[AT] Uncommon Cards LatestPrint Unique NotABG MajorEmpire ShipClassScoutship PropScoutcard 00_EconomyCost 00_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 01_Node 01_Phaser 01_ResearchPoint No_Engagement artMarkPoole Mechad 
S1 Mechad Patrol Ship (AT)	AT	S1_-_Mechad_Patrol_Ship_AT	U		S1	Mechad Patrol Ship		S		1		Mechad 	[AT] Uncommon Cards LatestPrint Unique NotABG MajorEmpire ShipClassPatrolship 00_EconomyCost 00_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 01_Node 01_HeavyWeapon 01_Phaser No_Engagement artMarkPoole Mechad 
S1 Mechad Patrol Ship Leader (AT)	AT	S1_-_Mechad_Patrol_Ship_Leader_AT	R		S1	Mechad Patrol Ship Leader		S		1		Mechad 	[AT] Rare Cards LatestPrint Unique NotABG MajorEmpire ShipClassPatrolship 00_EconomyCost 00_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 01_Node 02_HeavyWeapons 01_Phaser No_Engagement artMarkPoole Mechad 
S2 Mechad Escort (PE)	PE	S2_-_Mechad_Escort_PE	CB		S2	Mechad Escort		S		2		Mechad 	[PE] CommonB Cards Reprinted Unique NotABG MajorEmpire ShipClassEscortship 00_EconomyCost 01_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 02_Nodes 01_HeavyWeapon 02_Phasers artMarkPoole Mechad 
S2 Mechad Escort (UE)	UE	S2_-_Mechad_Escort_UE	R4		S2	Mechad Escort		S		2		Mechad 	[UE] Rare4 Cards LatestPrint Unique NotABG MajorEmpire ShipClassEscortship 00_EconomyCost 01_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 02_Nodes 01_HeavyWeapon 02_Phasers artMarkPoole Mechad 
S2 Mechad Frigate (PE)	PE	S2_-_Mechad_Frigate_PE	CB		S2	Mechad Frigate		S		2		Mechad 	[PE] CommonB Cards LatestPrint Unique NotABG MajorEmpire ShipClassFrigate 00_EconomyCost 01_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 01_Node 01_HeavyWeapon 02_Phasers artMarkPoole Mechad 
S3 Mechad Destroyer (PE)	PE	S3_-_Mechad_Destroyer_PE	CB		S3	Mechad Destroyer		S		3		Mechad 	[PE] CommonB Cards Reprinted Unique NotABG MajorEmpire ShipClassDestroyer 00_EconomyCost 01_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 01_Node 02_HeavyWeapons 02_Phasers artMarkPoole Mechad 
S3 Mechad Destroyer (UE)	UE	S3_-_Mechad_Destroyer_UE	U4		S3	Mechad Destroyer		S		3		Mechad 	[UE] Uncommon4 Cards LatestPrint Unique NotABG MajorEmpire ShipClassDestroyer 00_EconomyCost 01_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 01_Node 02_HeavyWeapons 02_Phasers artMarkPoole Mechad 
S3 Mechad Infiltration Unit (AT)	AT	S3_-_Mechad_Infiltration_Unit_AT	U		S3	Mechad Infiltration Unit		S		3		Mechad 	[AT] Uncommon Cards LatestPrint Unique NotABG MajorEmpire ShipClassSpyship 00_EconomyCost 01_SupplyCost 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 02_Nodes 01_HeavyWeapon 03_Phaserss 01_ResearchPoint artMarkPoole Mechad 
S4 Mechad Light Cruiser (PE)	PE	S4_-_Mechad_Light_Cruiser_PE	CB		S4	Mechad Light Cruiser		S		4		Mechad 	[PE] CommonB Cards LatestPrint Unique NotABG MajorEmpire ShipClassCruiser 00_EconomyCost 01_SupplyCost 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 01_Node 01_HeavyWeapon 03_Phaserss artMarkPoole Mechad 
S4 Mechad Medium Cruiser (PE)	PE	S4_-_Mechad_Medium_Cruiser_2-2_PE	U		S4	Mechad Medium Cruiser		S		4		Mechad 	[PE] Uncommon Cards Reprinted Unique NotABG MajorEmpire ShipClassCruiser PEdupe 00_EconomyCost 01_SupplyCost 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 01_Node 02_HeavyWeapons 03_Phaserss artMarkPoole Mechad 
S4 Mechad Medium Cruiser (UE)	UE	S4_-_Mechad_Medium_Cruiser_UE	R4		S4	Mechad Medium Cruiser		S		4		Mechad 	[UE] Rare4 Cards LatestPrint Unique NotABG MajorEmpire ShipClassCruiser 00_EconomyCost 01_SupplyCost 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 01_Node 02_HeavyWeapons 03_Phaserss artMarkPoole Mechad 
S4 Mechad Scout Cruiser (PE)	PE	S4_-_Mechad_Scout_Cruiser_2-2_PE	U		S4	Mechad Scout Cruiser		S		4		Mechad 	[PE] Uncommon Cards Reprinted Unique NotABG MajorEmpire ShipClassScoutship PropScoutcard ShipClassCruiser PEdupe 00_EconomyCost 01_SupplyCost 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 01_Node 03_Phaserss artMarkPoole Mechad 
S4 Mechad Scout Cruiser (UE)	UE	S4_-_Mechad_Scout_Cruiser_UE	R4		S4	Mechad Scout Cruiser		S		4		Mechad 	[UE] Rare4 Cards LatestPrint Unique NotABG MajorEmpire ShipClassScoutship PropScoutcard ShipClassCruiser 00_EconomyCost 01_SupplyCost 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 01_Node 03_Phaserss artMarkPoole Mechad 
S5 Mechad Heavy Cruiser (PE)	PE	S5_-_Mechad_Heavy_Cruiser_PE	CB		S5	Mechad Heavy Cruiser		S		5		Mechad 	[PE] CommonB Cards Reprinted Unique NotABG MajorEmpire ShipClassCruiser 00_EconomyCost 02_SupplyCosts 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 01_Node 02_HeavyWeapons 03_Phaserss artMarkPoole Mechad 
S5 Mechad Heavy Cruiser (UE)	UE	S5_-_Mechad_Heavy_Cruiser_UE	R4		S5	Mechad Heavy Cruiser		S		5		Mechad 	[UE] Rare4 Cards LatestPrint Unique NotABG MajorEmpire ShipClassCruiser 00_EconomyCost 02_SupplyCosts 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 01_Node 02_HeavyWeapons 03_Phaserss artMarkPoole Mechad 
S5 Mechad Minesweeper (UE)	UE	S5_-_Mechad_Minesweeper_UE	R4		S5	Mechad Minesweeper		S		5		Mechad 	[UE] Rare4 Cards LatestPrint Unique NotABG MajorEmpire ShipClassMineSweeper 00_EconomyCost 02_SupplyCosts 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 02_Nodes 02_HeavyWeapons 02_Phasers artMarkPoole Mechad 
S5 Mechad Patrol Support Ship - Patrol Support Ship (AT)	AT	S5_-_Mechad_Patrol_Support_Ship_AT	R		S5	Mechad Patrol Support Ship - Patrol Support Ship		S		5		Mechad 	[AT] Rare Cards LatestPrint Unique NotABG MajorEmpire ShipClassPatrolship 00_EconomyCost 02_SupplyCosts 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 02_Nodes 01_HeavyWeapon 04_Phasersss artMarkPoole Mechad 
S6 Mechad Battlecruiser (PE)	PE	S6_-_Mechad_Battlecruiser_PE	R		S6	Mechad Battlecruiser		S		6		Mechad 	[PE] Rare Cards Reprinted Unique NotABG MajorEmpire ShipClassBattlecruiser 00_EconomyCost 02_SupplyCosts 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 01_Node 02_HeavyWeapons 04_Phasersss 01_CardDamage artMarkPoole Mechad 
S6 Mechad Battlecruiser (UE)	UE	S6_-_Mechad_Battlecruiser_UE	V4		S6	Mechad Battlecruiser		S		6		Mechad 	[UE] Veryrare4 Cards LatestPrint Unique NotABG MajorEmpire ShipClassBattlecruiser 00_EconomyCost 02_SupplyCosts 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 01_Node 02_HeavyWeapons 04_Phasersss 01_CardDamage artMarkPoole Mechad 
S6 Mechad Command Cruiser (PE)	PE	S6_-_Mechad_Command_Cruiser_PE	R		S6	Mechad Command Cruiser		S		6		Mechad 	[PE] Rare Cards Reprinted Unique NotABG MajorEmpire ShipClassCruiser ShipClassCommandship 00_EconomyCost 02_SupplyCosts 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 01_Node 01_HeavyWeapon 03_Phaserss 01_CardDamage 01_CommandPoint artMarkPoole Mechad 
S6 Mechad Command Cruiser (UE)	UE	S6_-_Mechad_Command_Cruiser_UE	V4		S6	Mechad Command Cruiser		S		6		Mechad 	[UE] Veryrare4 Cards LatestPrint Unique NotABG MajorEmpire ShipClassCruiser ShipClassCommandship 00_EconomyCost 02_SupplyCosts 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 01_Node 01_HeavyWeapon 03_Phaserss 01_CardDamage 01_CommandPoint artMarkPoole Mechad 
S7 Mechad Dreadnought (PE)	PE	S7_-_Mechad_Dreadnought_PE	V2		S7	Mechad Dreadnought		S		7		Mechad 	[PE] Veryrare2 Cards Reprinted Unique NotABG MajorEmpire ShipClassDreadnought ShipClassCommandship 00_EconomyCost 03_SupplyCostss 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 02_Nodes 02_HeavyWeapons 06_Phasersssss 01_CardDamage 01_CommandPoint artMarkPoole Mechad 
S7 Mechad Dreadnought (UE)	UE	S7_-_Mechad_Dreadnought_UE	V4		S7	Mechad Dreadnought		S		7		Mechad 	[UE] Veryrare4 Cards LatestPrint Unique NotABG MajorEmpire ShipClassDreadnought ShipClassCommandship 00_EconomyCost 03_SupplyCostss 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 02_Nodes 02_HeavyWeapons 06_Phasersssss 01_CardDamage 01_CommandPoint artMarkPoole Mechad 
S8 Mechad Battleship (PE)	PE	S8_-_Mechad_Battleship_PE	V2		S8	Mechad Battleship		S		8		Mechad 	[PE] Veryrare2 Cards Reprinted Unique NotABG MajorEmpire ShipClassBattleship ShipClassCommandship 00_EconomyCost 03_SupplyCostss 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 02_Nodes 02_HeavyWeapons 07_Phaserssssss 02_CardDamages 01_CommandPoint artMarkPoole Mechad 
S8 Mechad Battleship (UE)	UE	S8_-_Mechad_Battleship_UE	V0		S8	Mechad Battleship		S		8		Mechad 	[UE] Veryrare0 Cards LatestPrint Unique NotABG MajorEmpire ShipClassBattleship ShipClassCommandship 00_EconomyCost 03_SupplyCostss 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 02_Nodes 02_HeavyWeapons 07_Phaserssssss 02_CardDamages 01_CommandPoint artMarkPoole Mechad 
S9 Mechad Juggernaut (AT)	AT	S9_-_Mechad_Juggernaut_AT	V		S9	Mechad Juggernaut		S		9		Mechad 	[AT] Veryrare Cards LatestPrint Unique NotABG MajorEmpire ShipClassCommandship 00_EconomyCost 03_SupplyCostss 02_EnergyCosts 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 03_Nodess 02_HeavyWeapons 08_Phasersssssss 02_CardDamages 01_CommandPoint artMarkPoole artTimAdams Mechad 
S10 Mechad Flagship (Pro)	Pro8	S10_-_Mechad_Flagship_Pro8	Pro8		S10	Mechad Flagship		S		10		Mechad 	[Pro8] Cards LatestPrint Unique NotABG MajorEmpire ShipClassCommandship ShipClassFlagship distEricBSmith 00_EconomyCost 04_SupplyCostsss 02_EnergyCosts 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 04_Nodesss 03_HeavyWeaponss 08_Phasersssssss 03_CardDamagess 02_CommandPoints artMarkPoole artTimAdams Mechad 
S2 Pakta'don Escort (AF)	AF	S2_-_Paktadon_Escort_AF	V		S2	Pakta'don Escort		S		2		Paktadon 	[AF] Veryrare Cards LatestPrint Unique NotABG AlliedEmpire ShipClassEscortship 00_EconomyCost 01_SupplyCost 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 05_Shieldssss 01_HeavyWeapon 02_Phasers artElvisMcMaad Paktadon 
S2 Pakta'don Frigate (AF)	AF	S2_-_Paktadon_Frigate_AF	V		S2	Pakta'don Frigate		S		2		Paktadon 	[AF] Veryrare Cards LatestPrint Unique NotABG AlliedEmpire ShipClassFrigate 00_EconomyCost 01_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 04_Shieldsss 02_HeavyWeapons 03_Phaserss artElvisMcMaad Paktadon 
S3 Pakta'don Destroyer (AF)	AF	S3_-_Paktadon_Destroyer_AF	V		S3	Pakta'don Destroyer		S		3		Paktadon 	[AF] Veryrare Cards LatestPrint Unique NotABG AlliedEmpire ShipClassDestroyer 00_EconomyCost 01_SupplyCost 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 04_Shieldsss 02_HeavyWeapons 03_Phaserss artElvisMcMaad Paktadon 
S4 Pakta'don Minesweeper (AF)	AF	S4_-_Paktadon_Minesweeper_AF	R		S4	Pakta'don Minesweeper		S		4		Paktadon 	[AF] Rare Cards LatestPrint Unique NotABG AlliedEmpire ShipClassMineSweeper 00_EconomyCost 01_SupplyCost 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 05_Shieldssss 01_HeavyWeapon 04_Phasersss artElvisMcMaad Paktadon 
S4 Pakta'don Troop Ship (AF)	AF	S4_-_Paktadon_Troop_Ship_AF	V		S4	Pakta'don Troop Ship		S		4		Paktadon 	[AF] Veryrare Cards LatestPrint Unique NotABG AlliedEmpire ShipClassTroopship PropPlaycard 00_EconomyCost 01_SupplyCost 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 05_Shieldssss 02_HeavyWeapons 04_Phasersss artElvisMcMaad Paktadon 
S5 Pakta'don Light Cruiser (AF)	AF	S5_-_Paktadon_Light_Cruiser_AF	V		S5	Pakta'don Light Cruiser		S		5		Paktadon 	[AF] Veryrare Cards LatestPrint Unique NotABG AlliedEmpire ShipClassCruiser 00_EconomyCost 01_SupplyCost 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 04_Shieldsss 02_HeavyWeapons 04_Phasersss artElvisMcMaad Paktadon 
S5 Pakta'don Spy Cruiser (AF)	AF	S5_-_Paktadon_Spy_Cruiser_AF	R		S5	Pakta'don Spy Cruiser		S		5		Paktadon 	[AF] Rare Cards LatestPrint Unique NotABG AlliedEmpire ShipClassSpyship ShipClassCruiser 00_EconomyCost 02_SupplyCosts 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 05_Shieldssss 02_HeavyWeapons 04_Phasersss 01_ResearchPoint artElvisMcMaad Paktadon 
S6 Pakta'don Command Ship (AF)	AF	S6_-_Paktadon_Command_Ship_AF	R		S6	Pakta'don Command Ship		S		6		Paktadon 	[AF] Rare Cards LatestPrint Unique NotABG AlliedEmpire ShipClassCommandship 00_EconomyCost 02_SupplyCosts 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 05_Shieldssss 02_HeavyWeapons 06_Phasersssss 01_CommandPoint artElvisMcMaad Paktadon 
S6 Pakta'don Heavy Cruiser (AF)	AF	S6_-_Paktadon_Heavy_Cruiser_AF	V		S6	Pakta'don Heavy Cruiser		S		6		Paktadon 	[AF] Veryrare Cards LatestPrint Unique NotABG AlliedEmpire ShipClassCruiser 00_EconomyCost 02_SupplyCosts 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 04_Shieldsss 03_HeavyWeaponss 06_Phasersssss artElvisMcMaad Paktadon 
S7 Pakta'don Battlecruiser (AF)	AF	S7_-_Paktadon_Battlecruiser_AF	R		S7	Pakta'don Battlecruiser		S		7		Paktadon 	[AF] Rare Cards LatestPrint Unique NotABG AlliedEmpire ShipClassBattlecruiser 00_EconomyCost 02_SupplyCosts 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 06_Shieldsssss 03_HeavyWeaponss 09_Phaserssssssss artElvisMcMaad Paktadon 
S1 Paraloid Armed Craft (AF)	AF	S1_-_Paraloid_Armed_Craft_AF	R		S1	Paraloid Armed Craft		S		1		Paraloid 	[AF] Rare Cards LatestPrint Unique NotABG AlliedEmpire ShipClassSupplyship 00_EconomyCost 00_SupplyCost 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 02_Shields 02_HeavyWeapons 01_Phaser 02_AmmoPoints artDouglasChaffee Paraloid 
S1 Paraloid Munition Craft (AF)	AF	S1_-_Paraloid_Munition_Craft_AF	R		S1	Paraloid Munition Craft		S		1		Paraloid 	[AF] Rare Cards LatestPrint Unique NotABG AlliedEmpire ShipClassSupplyship 00_EconomyCost 00_SupplyCost 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 03_Shieldss 01_HeavyWeapon 01_Phaser 02_AmmoPoints x2_AmmoMult artDouglasChaffee Paraloid 
